Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
15	1	28437242	28439507	2265	2	45.24	0.54019	0	60	0	0	60	60	9.152174	57.582392	0.043478	0	0	1.826087	1.912582	0	4	0.695652	0.627856	0	1	-1.130435	1.746217	-3	1	47.173789	1.114064	0	60	0	0	60	60	7.959184	55.714286	0.020408	0	0	1.938776	2.035192	0	6	0.734694	0.604687	0	1	-1.204082	1.925483	-5	1	46.196736	2.01804	0	60	0	0	60	60	6.5	50.348784	0.016667	0	0	2.083333	2.010917	0	5	0.716667	0.584885	0	1	-1.366667	1.95688	-4	1	2	2	0.000883	0	0	0.441306	0.478376	0	43.706553	1.48591	0	60	0	0	60	60	8.478261	57.502363	0.021739	0	0	2.5	1.94079	0	5	0.891304	0.526129	0	1	-1.608696	2.038281	-4	1	41.529915	1.165499	0	60	0	0	60	60	8.863636	58.794712	0.022727	0	0	2.363636	1.843794	0	5	0.886364	0.537691	0	1	-1.477273	1.958745	-4	1
16	1	30767081	30777635	10554	3	47.434286	1.793005	0	60	0	0	60	60	0	0	0	0	0	0.081633	0.276642	0	0	0.040816	0.199915	0	0	-0.040816	0.35114	0	0	46.276353	0.721494	0	60	0	0	60	60	0	0	0	0	0	0.085106	0.282057	0	0	0.042553	0.20403	0	0	-0.042553	0.358587	0	0	18.819818	14.76715	0.261273	60	0	0	60	60	0.191781	1.638576	0.013699	0	0	0.493151	3.629062	0	0	0.178082	0.509424	0	1	-0.315068	3.320294	0	1	1	4	0.000379	0	0	0.430128	0.640834	0.019612	9.991453	0.092186	0	60	0	0	60	60	1.4	4.427189	0.1	0	0	3.1	9.803061	0	0	0.9	0.875595	0	1	-2.2	9.077445	-28	1	9.854701	0.352905	0	60	0	0	60	60	38.2	115.963404	0.2	0	14	3.1	9.803061	0	0	1	0.816497	0	1	-2.1	9.109824	-28	1
17	1	34960026	34960346	320	1	41.382857	3.837941	0	60	0	0	60	60	0	0	0	0	0	1.9375	1.993674	0	6	0.104167	0.371288	0	0	-1.833333	1.98219	-5	0	37.618012	1.105094	0	60	0	0	60	60	0	0	0	0	0	2.428571	2.0499	0	6	0.119048	0.395239	0	0	-2.309524	2.065844	-6	0	37.618012	1.105094	0	60	0	0	60	60	0	0	0	0	0	2.428571	2.0499	0	6	0.119048	0.395239	0	0	-2.309524	2.065844	-6	0	2	0	0	0	0	0.327103	0	0	37.618012	1.105094	0	60	0	0	60	60	0	0	0	0	0	2.428571	2.0499	0	6	0.119048	0.395239	0	0	-2.309524	2.065844	-6	0	39.39886	0.659349	0	60	0	0	60	60	0	0	0	0	0	2.418605	2.026404	0	6	0.116279	0.390927	0	0	-2.302326	2.041648	-6	0
18	1	36835944	36836185	241	1	31.22	0.414839	0	60	0	0	60	60	11.69697	51.237489	0.090909	0	2	1.393939	2.075744	0	5	0.060606	0.348155	0	0	-1.333333	2.145732	-5	0	31.55144	0.498373	0	60	0	0	60	60	11.69697	51.237489	0.090909	0	2	1.393939	2.075744	0	5	0.060606	0.348155	0	0	-1.333333	2.145732	-5	0	31.55144	0.498373	0	60	0	0	60	60	11.69697	51.237489	0.090909	0	2	1.393939	2.075744	0	5	0.060606	0.348155	0	0	-1.333333	2.145732	-5	0	1	0	0	0	0	0.516529	0	0	31.55144	0.498373	0	60	0	0	60	60	11.69697	51.237489	0.090909	0	2	1.393939	2.075744	0	5	0.060606	0.348155	0	0	-1.333333	2.145732	-5	0	30.153846	1.72021	0	60	0	0	60	60	12.0625	52.013607	0.09375	0	2	1.4375	2.093577	0	5	0.0625	0.353553	0	0	-1.375	2.16646	-5	0
19	1	38049809	38050057	248	1	48.737143	2.376953	0	58.924528	7.829552	0	60	60	2.339623	17.03271	0.018868	0	0	2.603774	2.698572	0	6	0.433962	0.990521	0	1	-2.169811	2.651094	-6	0	40.348	2.144128	0	58.733333	8.497058	0	60	60	2.755556	18.484829	0.022222	0	0	3.066667	2.674798	0	7	0.511111	1.057919	0	1	-2.555556	2.701477	-7	0	40.348	2.144128	0	58.733333	8.497058	0	60	60	2.755556	18.484829	0.022222	0	0	3.066667	2.674798	0	7	0.511111	1.057919	0	1	-2.555556	2.701477	-7	0	2	0	0	1	0.004016	0.546185	1	0	40.348	2.144128	0	58.733333	8.497058	0	60	60	2.755556	18.484829	0.022222	0	0	3.066667	2.674798	0	7	0.511111	1.057919	0	1	-2.555556	2.701477	-7	0	33.529915	2.28125	0	60	0	0	60	60	3.444444	20.666667	0.027778	0	0	3.416667	2.697883	0	8	0.638889	1.150224	0	1	-2.777778	2.799093	-7	0
20	1	40152104	40155158	3054	2	8.091429	1.082651	0.002857	60	0	0	60	60	2.222222	6.666667	0.111111	0	20	2.333333	1.870829	0	5	3.222222	1.301708	0	4	0.888889	2.571208	-4	4	10.555556	0.587164	0	60	0	0	60	60	1.818182	6.030227	0.090909	0	0	1.545455	1.863525	0	4	3.636364	0.504525	3	4	2.090909	1.921174	0	4	12.259162	1.089865	0	60	0	0	60	60	1.333333	5.163978	0.066667	0	0	1.133333	1.726543	0	4	3.466667	0.833809	3	4	2.333333	1.799471	0	4	0	6	0.001964	2	0.000655	0.519149	0.284124	0	11.490028	0.751598	0	60	0	0	60	60	1.538462	5.547002	0.076923	0	0	0.692308	1.315587	0	3	3.461538	0.877058	3	4	2.769231	1.363442	1	4	10.387464	0.909167	0	60	0	0	60	60	1.818182	6.030227	0.090909	0	0	0.818182	1.401298	0	3	3.454545	0.934199	3	4	2.636364	1.433369	1	4
21	1	42262758	42263074	316	1	21.251429	2.610248	0	60	0	0	60	60	0.607143	3.212698	0.035714	0	0	0.821429	3.453968	0	1	0.214286	0.686221	0	1	-0.607143	2.858895	-1	0	18.31761	0.927874	0	60	0	0	60	60	0	0	0	0	0	0.95	4.019361	0	0	0.2	0.695852	0	0	-0.75	3.369757	-1	0	18.31761	0.927874	0	60	0	0	60	60	0	0	0	0	0	0.95	4.019361	0	0	0.2	0.695852	0	0	-0.75	3.369757	-1	0	1	1	0.003155	0	0	0.542587	0	0	18.31761	0.927874	0	60	0	0	60	60	0	0	0	0	0	0.95	4.019361	0	0	0.2	0.695852	0	0	-0.75	3.369757	-1	0	14.678063	1.641098	0	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0.055556	0.235702	0	0	0.055556	0.235702	0	0
22	1	42595891	42596205	314	1	42.505714	0.500683	0	60	0	0	60	60	0.930233	6.099943	0.023256	0	0	4.139535	4.160937	0	9	1	0.654654	0	2	-3.139535	4.003459	-9	1	42.560127	0.772252	0	60	0	0	60	60	0.909091	6.030227	0.022727	0	0	4.045455	4.159352	0	9	0.977273	0.664328	0	2	-3.068182	3.984842	-9	1	42.560127	0.772252	0	60	0	0	60	60	0.909091	6.030227	0.022727	0	0	4.045455	4.159352	0	9	0.977273	0.664328	0	2	-3.068182	3.984842	-9	1	2	0	0	0	0	0.412698	0	0	42.560127	0.772252	0	60	0	0	60	60	0.909091	6.030227	0.022727	0	0	4.045455	4.159352	0	9	0.977273	0.664328	0	2	-3.068182	3.984842	-9	1	38.555556	0.753405	0	60	0	0	60	60	0.952381	6.172134	0.02381	0	0	4.547619	4.197574	0	9	0.952381	0.696765	0	2	-3.595238	4.084829	-9	1
23	1	42768316	42768651	335	1	57	0	0	60	0	0	60	60	2.423729	11.528381	0.067797	0	0	1.40678	1.662141	0	4	1.169492	3.023771	0	5	-0.237288	2.718639	-2	1	51.278932	5.38234	0	60	0	0	60	60	2.306452	11.253544	0.064516	0	0	1.483871	1.724861	0	4	1.209677	3.019809	0	5	-0.274194	2.698933	-2	1	51.278932	5.38234	0	60	0	0	60	60	2.306452	11.253544	0.064516	0	0	1.483871	1.724861	0	4	1.209677	3.019809	0	5	-0.274194	2.698933	-2	1	2	0	0	0	0	0.28869	0.0625	0	51.278932	5.38234	0	60	0	0	60	60	2.306452	11.253544	0.064516	0	0	1.483871	1.724861	0	4	1.209677	3.019809	0	5	-0.274194	2.698933	-2	1	52.940171	5.490184	0	60	0	0	60	60	0.359375	2.065339	0.03125	0	0	1.84375	2.07952	0	5	1.265625	3.024987	0	5	-0.578125	2.921212	-3	1
24	1	43690413	43690724	311	1	33.834286	0.572504	0	60	0	0	60	60	0	0	0	0	0	11.542857	3.337337	12	13	0.228571	0.490241	0	1	-11.314286	3.453655	-13	-12	35.600639	2.907263	0.00639	60	0	0	60	60	0	0	0	0	0	11.589744	3.15993	12	13	0.205128	0.469013	0	1	-11.384615	3.273622	-13	-12	35.600639	2.907263	0.00639	60	0	0	60	60	0	0	0	0	0	11.589744	3.15993	12	13	0.205128	0.469013	0	1	-11.384615	3.273622	-13	-12	2	0	0	0	0	0.496795	0.50641	0.00641	35.600639	2.907263	0.00639	60	0	0	60	60	0	0	0	0	0	11.589744	3.15993	12	13	0.205128	0.469013	0	1	-11.384615	3.273622	-13	-12	35.290598	6.37548	0.031339	60	0	0	60	60	0.078947	0.486664	0	0	0	11.815789	2.883834	12	13	0.157895	0.369537	0	1	-11.657895	2.831066	-13	-12
25	1	44349207	44349518	311	1	13.42	0.584568	0	60	0	0	60	60	0	0	0	0	0	3.6	9.507891	0	26	7.933333	5.257195	0	13	4.333333	9.685532	-15	13	16.619808	0.654759	0	60	0	0	60	60	0	0	0	0	0	3	8.738017	0	26	6.611111	5.658298	0	13	3.611111	8.945185	-15	13	16.619808	0.654759	0	60	0	0	60	60	0	0	0	0	0	3	8.738017	0	26	6.611111	5.658298	0	13	3.611111	8.945185	-15	13	1	1	0.003205	0	0	0.528846	0.134615	0	16.619808	0.654759	0	60	0	0	60	60	0	0	0	0	0	3	8.738017	0	26	6.611111	5.658298	0	13	3.611111	8.945185	-15	13	18	0	0	60	0	0	60	60	0	0	0	0	0	3	8.738017	0	26	6.611111	5.658298	0	13	3.611111	8.945185	-15	13
