Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
11	1	9631752	9631843	91	0	13.574286	0.500912	0	56.666667	14.142136	0.055556	60	60	0	0	0	0	0	0.666667	1.455214	0	3	0.222222	0.732084	0	1	-0.444444	1.616904	-3	0	13	0	0	60	0	0	60	60	0	0	0	0	0	0.75	1.527525	0	3	0.25	0.774597	0	1	-0.5	1.712698	-3	0	13	0	0	60	0	0	60	60	0	0	0	0	0	0.75	1.527525	0	3	0.25	0.774597	0	1	-0.5	1.712698	-3	0	0	0	0	0	0	0.608696	1	0	13	0	0	60	0	0	60	60	0	0	0	0	0	0.75	1.527525	0	3	0.25	0.774597	0	1	-0.5	1.712698	-3	0	12.954416	0.208879	0	60	0	0	60	60	0	0	0	0	0	0.75	1.527525	0	3	0.25	0.774597	0	1	-0.5	1.712698	-3	0
12	1	9765363	9765455	92	0	13.094286	0.292644	0	60	0	0	60	60	10.428571	33.687967	0.142857	0	20	3.785714	3.662252	1	11	0.357143	0.928783	0	2	-3.428571	4.013713	-11	0	13.148936	1.126012	0.010638	56	15.491933	0.066667	60	60	9.733333	32.574018	0.133333	0	20	3.6	3.601587	1	11	0.333333	0.899735	0	2	-3.266667	3.918211	-11	0	13.148936	1.126012	0.010638	56	15.491933	0.066667	60	60	9.733333	32.574018	0.133333	0	20	3.6	3.601587	1	11	0.333333	0.899735	0	2	-3.266667	3.918211	-11	0	0	0	0	0	0	0.365591	1	0	13.148936	1.126012	0.010638	56	15.491933	0.066667	60	60	9.733333	32.574018	0.133333	0	20	3.6	3.601587	1	11	0.333333	0.899735	0	2	-3.266667	3.918211	-11	0	16.575499	0.837938	0	60	0	0	60	60	8.588235	30.641187	0.117647	0	20	3.529412	3.33762	1	11	0.352941	0.86177	0	2	-3.176471	3.644093	-11	0
13	1	10035095	10035189	94	0	16	0	0	60	0	0	60	60	1.117647	4.608177	0.058824	0	0	0.470588	0.624264	0	1	1.117647	1.69124	0	2	0.647059	1.617914	-1	2	16	0	0	60	0	0	60	60	1.117647	4.608177	0.058824	0	0	0.470588	0.624264	0	1	1.117647	1.69124	0	2	0.647059	1.617914	-1	2	16	0	0	60	0	0	60	60	1.117647	4.608177	0.058824	0	0	0.470588	0.624264	0	1	1.117647	1.69124	0	2	0.647059	1.617914	-1	2	0	0	0	0	0	0.410526	1	0	16	0	0	60	0	0	60	60	1.117647	4.608177	0.058824	0	0	0.470588	0.624264	0	1	1.117647	1.69124	0	2	0.647059	1.617914	-1	2	16	0	0	60	0	0	60	60	1.117647	4.608177	0.058824	0	0	0.470588	0.624264	0	1	1.117647	1.69124	0	2	0.647059	1.617914	-1	2
14	1	10365583	10365678	95	0	49.105714	0.985698	0	60	0	0	60	60	11.226415	81.729536	0.018868	0	0	0.754717	1.592116	0	3	0.943396	1.80187	0	2	0.188679	2.504278	-3	2	49	0	0	60	0	0	60	60	11.666667	83.316665	0.019608	0	0	0.784314	1.616338	0	3	0.941176	1.826601	0	2	0.156863	2.54065	-3	2	49	0	0	60	0	0	60	60	11.666667	83.316665	0.019608	0	0	0.784314	1.616338	0	3	0.941176	1.826601	0	2	0.156863	2.54065	-3	2	2	0	0	0	0	0.395833	0	0	49	0	0	60	0	0	60	60	11.666667	83.316665	0.019608	0	0	0.784314	1.616338	0	3	0.941176	1.826601	0	2	0.156863	2.54065	-3	2	47.54416	0.742708	0	60	0	0	60	60	11.666667	83.316665	0.019608	0	0	0.784314	1.616338	0	3	0.941176	1.826601	0	2	0.156863	2.54065	-3	2
15	1	10949248	10949348	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574257	1	0	1	0	1	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1	12300662	12300771	109	1	5.697143	2.90632	0.571429	60	0	0	60	60	0.272727	0.904534	0	0	0	2	3.162278	0	3	0.181818	0.40452	0	1	-1.818182	3.280798	-3	0	4.441441	0.849435	1	60	0	0	60	60	0.6	1.341641	0	0	3	2.8	4.658326	0	11	0	0	0	0	-2.8	4.658326	-11	0	4.441441	0.849435	1	60	0	0	60	60	0.6	1.341641	0	0	3	2.8	4.658326	0	11	0	0	0	0	-2.8	4.658326	-11	0	0	0	0	0	0	0.3	0.127273	0	4.441441	0.849435	1	60	0	0	60	60	0.6	1.341641	0	0	3	2.8	4.658326	0	11	0	0	0	0	-2.8	4.658326	-11	0	5.740741	0.918706	0.475783	60	0	0	60	60	3.1	8.799621	0.1	0	3	2	3.265986	0	2	0	0	0	0	-2	3.265986	-11	0
17	1	12968451	12968564	113	1	2.782857	0.412891	1	1.666667	2.081666	0.333333	0	4	0	0	0	0	0	1.666667	2.081666	0	4	6.333333	7.094599	0	14	4.666667	8.144528	-1	14	2	0	1	2	2.828427	0.5	0	4	0	0	0	0	0	0.5	0.707107	0	1	7	9.899495	0	14	6.5	10.606602	-1	14	2	0	1	2	2.828427	0.5	0	4	0	0	0	0	0	0.5	0.707107	0	1	7	9.899495	0	14	6.5	10.606602	-1	14	0	0	0	1	0.008772	0.385965	1	0	2	0	1	2	2.828427	0.5	0	4	0	0	0	0	0	0.5	0.707107	0	1	7	9.899495	0	14	6.5	10.606602	-1	14	2	0	1	2	2.828427	0.5	0	4	0	0	0	0	0	0.5	0.707107	0	1	7	9.899495	0	14	6.5	10.606602	-1	14
18	1	13547400	13547517	117	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483051	0.762712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1	15096264	15096392	128	1	34.437143	0.899088	0	60	0	0	60	60	1.307692	5.708506	0.051282	0	0	1.846154	2.518756	0	7	0.358974	1.012739	0	2	-1.487179	1.804553	-5	0	36.969231	1.529749	0	60	0	0	60	60	1.307692	5.708506	0.051282	0	0	1.923077	2.506671	0	7	0.358974	1.012739	0	2	-1.564103	1.803431	-5	0	36.969231	1.529749	0	60	0	0	60	60	1.307692	5.708506	0.051282	0	0	1.923077	2.506671	0	7	0.358974	1.012739	0	2	-1.564103	1.803431	-5	0	2	0	0	0	0	0.44186	1	0	36.969231	1.529749	0	60	0	0	60	60	1.307692	5.708506	0.051282	0	0	1.923077	2.506671	0	7	0.358974	1.012739	0	2	-1.564103	1.803431	-5	0	40.105413	0.669967	0	60	0	0	60	60	1.243902	5.571268	0.04878	0	0	2.146341	2.752826	0	7	0.414634	1.071812	0	2	-1.731707	1.962452	-5	0
20	1	15154683	15154811	128	1	43.488571	0.506277	0	60	0	0	60	60	0.377778	2.014593	0.022222	0	0	1.533333	2.436465	0	5	1.777778	4.016381	0	11	0.244444	4.17871	-4	8	43	0	0	60	0	0	60	60	0.093023	0.609994	0	0	0	1.418605	2.392772	0	4	1.604651	3.842987	0	11	0.186047	4.198956	-4	8	43	0	0	60	0	0	60	60	0.093023	0.609994	0	0	0	1.418605	2.392772	0	4	1.604651	3.842987	0	11	0.186047	4.198956	-4	8	2	0	0	0	0	0.302326	0	0	43	0	0	60	0	0	60	60	0.093023	0.609994	0	0	0	1.418605	2.392772	0	4	1.604651	3.842987	0	11	0.186047	4.198956	-4	8	43.809117	0.393558	0	60	0	0	60	60	0.090909	0.603023	0	0	0	1.386364	2.374437	0	4	1.568182	3.805735	0	11	0.181818	4.149938	-4	8
21	1	15501498	15501630	132	1	21.711429	0.945286	0	60	0	0	60	60	0	0	0	0	0	1.434783	1.590486	0	4	0.086957	0.288104	0	0	-1.347826	1.584261	-3	0	22.440299	0.498286	0	60	0	0	60	60	0	0	0	0	0	1.565217	1.674029	0	4	0.086957	0.288104	0	0	-1.478261	1.675209	-4	0	22.440299	0.498286	0	60	0	0	60	60	0	0	0	0	0	1.565217	1.674029	0	4	0.086957	0.288104	0	0	-1.478261	1.675209	-4	0	1	0	0	1	0.007519	0.481203	0.12782	0	22.440299	0.498286	0	60	0	0	60	60	0	0	0	0	0	1.565217	1.674029	0	4	0.086957	0.288104	0	0	-1.478261	1.675209	-4	0	22.34188	0.475017	0	60	0	0	60	60	0	0	0	0	0	1.565217	1.674029	0	4	0.086957	0.288104	0	0	-1.478261	1.675209	-4	0
22	1	15945060	15945196	136	1	1.942857	0.232448	1	60	0	0	60	60	18.5	26.162951	0.5	0	37	1.5	2.12132	0	3	0	0	0	0	-1.5	2.12132	-3	0	2.15942	0.367401	1	60	0	0	60	60	12.333333	21.36196	0.333333	0	37	1	1.732051	0	3	0	0	0	0	-1	1.732051	-3	0	2.15942	0.367401	1	60	0	0	60	60	12.333333	21.36196	0.333333	0	37	1	1.732051	0	3	0	0	0	0	-1	1.732051	-3	0	0	0	0	0	0	0.430657	0	0	2.15942	0.367401	1	60	0	0	60	60	12.333333	21.36196	0.333333	0	37	1	1.732051	0	3	0	0	0	0	-1	1.732051	-3	0	3	0	1	60	0	0	60	60	12.333333	21.36196	0.333333	0	37	1	1.732051	0	3	0	0	0	0	-1	1.732051	-3	0
23	1	16225011	16225150	139	1	33.882857	1.300427	0	60	0	0	60	60	33.9	206.133614	0.05	0	0	3.475	3.935294	0	10	4.45	5.00743	0	9	0.975	6.896627	-10	8	30.801418	1.389861	0	58.378378	9.863939	0.027027	60	60	36.648649	214.309254	0.054054	0	0	3.648649	4.042938	0	11	4.594595	5.068747	0	9	0.945946	7.051186	-10	9	30.801418	1.389861	0	58.378378	9.863939	0.027027	60	60	36.648649	214.309254	0.054054	0	0	3.648649	4.042938	0	11	4.594595	5.068747	0	9	0.945946	7.051186	-10	9	1	0	0	1	0.007143	0.392857	1	0	30.801418	1.389861	0	58.378378	9.863939	0.027027	60	60	36.648649	214.309254	0.054054	0	0	3.648649	4.042938	0	11	4.594595	5.068747	0	9	0.945946	7.051186	-10	9	31.535613	0.553701	0	58.378378	9.863939	0.027027	60	60	36.648649	214.309254	0.054054	0	0	4	4	0	11	3.918919	4.354936	0	9	-0.081081	6.282155	-10	8
24	1	16603901	16604043	142	1	26.862857	0.835147	0	60	0	0	60	60	0.551724	2.971125	0.034483	0	0	2.689655	2.331515	0	5	3.862069	4.95497	0	12	1.172414	4.192416	-3	8	26.777778	0.493942	0	60	0	0	60	60	0.533333	2.921187	0.033333	0	0	2.666667	2.309401	0	4	4.1	5.114887	0	12	1.433333	4.360349	-3	8	26.777778	0.493942	0	60	0	0	60	60	0.533333	2.921187	0.033333	0	0	2.666667	2.309401	0	4	4.1	5.114887	0	12	1.433333	4.360349	-3	8	1	0	0	0	0	0.468531	0.741259	0.153846	26.777778	0.493942	0	60	0	0	60	60	0.533333	2.921187	0.033333	0	0	2.666667	2.309401	0	4	4.1	5.114887	0	12	1.433333	4.360349	-3	8	28.262108	0.884608	0	60	0	0	60	60	1.40625	5.774579	0.0625	0	0	2.6875	2.292168	1	5	4.46875	5.217739	0	12	1.78125	4.541808	-3	9
25	1	17067966	17068113	147	1	111.3	0.968708	0	0.525424	3.411173	0.898305	0	1	209.983051	618.485854	0.20339	0	732	11	9.621024	0	25	29.669492	15.572853	10	52	18.669492	11.497346	5	34	109.033557	1.476922	0	0.553571	3.499908	0.892857	0	1	205.803571	630.889417	0.178571	0	573	11.446429	9.662633	0	25	30.830357	15.076913	10	52	19.383929	11.320272	5	34	109.033557	1.476922	0	0.553571	3.499908	0.892857	0	1	205.803571	630.889417	0.178571	0	573	11.446429	9.662633	0	25	30.830357	15.076913	10	52	19.383929	11.320272	5	34	2	0	0	0	0	0.52027	0	0	109.033557	1.476922	0	0.553571	3.499908	0.892857	0	1	205.803571	630.889417	0.178571	0	573	11.446429	9.662633	0	25	30.830357	15.076913	10	52	19.383929	11.320272	5	34	106.190883	2.290484	0	0.546218	3.396778	0.87395	0	1	173.252101	576.500374	0.176471	0	546	11.554622	9.784714	0	25	30.689076	14.868775	10	52	19.134454	11.561863	5	36
26	1	17781456	17781611	155	1	3.171429	0.377423	1	60	0	0	60	60	0	0	0	0	0	1.75	2.362908	0	5	0	0	0	0	-1.75	2.362908	-5	0	3	0	1	60	0	0	60	60	0	0	0	0	0	2.333333	2.516611	0	5	0	0	0	0	-2.333333	2.516611	-5	0	3	0	1	60	0	0	60	60	0	0	0	0	0	2.333333	2.516611	0	5	0	0	0	0	-2.333333	2.516611	-5	0	0	0	0	0	0	0.564103	1	0	3	0	1	60	0	0	60	60	0	0	0	0	0	2.333333	2.516611	0	5	0	0	0	0	-2.333333	2.516611	-5	0	2.589744	0.531636	1	60	0	0	60	60	0	0	0	0	0	1.75	2.362908	0	5	0	0	0	0	-1.75	2.362908	-5	0
27	1	17919576	17919734	158	1	15.477143	0.500192	0	60	0	0	60	60	132.3125	529.25	0.0625	0	0	2.125	1.962142	0	4	0.25	0.68313	0	2	-1.875	1.821172	-4	0	15	0	0	60	0	0	60	60	141.133333	546.60705	0.066667	0	0	2	1.963961	0	4	0.133333	0.516398	0	0	-1.866667	1.884776	-4	0	15	0	0	60	0	0	60	60	141.133333	546.60705	0.066667	0	0	2	1.963961	0	4	0.133333	0.516398	0	0	-1.866667	1.884776	-4	0	0	0	0	0	0	0.515723	0	0	15	0	0	60	0	0	60	60	141.133333	546.60705	0.066667	0	0	2	1.963961	0	4	0.133333	0.516398	0	0	-1.866667	1.884776	-4	0	15.917379	0.275702	0	60	0	0	60	60	132.3125	529.25	0.0625	0	0	1.875	1.962142	0	4	0.125	0.5	0	0	-1.75	1.879716	-4	0
