Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
12	1	16151935	16155439	3504	2	yes	10	0	0	60	0	0	60	60	190.090909	630.460222	0.090909	0	0	15.909091	10.261136	6	30	8.181818	6.838394	0	19	-7.727273	6.19824	-15	0	8.968661	0.402333	0.002849	60	0	0	60	60	190.090909	630.460222	0.090909	0	0	15.909091	10.261136	6	30	8.181818	6.838394	0	19	-7.727273	6.19824	-15	0	7.632345	1.539132	0.088135	57	13.416408	0.05	60	60	104.55	467.561814	0.05	0	0	13.05	8.864328	0	24	7.4	6.235721	0	14	-5.65	6.360031	-15	0	0	32	0.00913	3	0.000856	0.487304	0.773181	0	9.333333	1.228239	0.014245	54.545455	18.090681	0.090909	60	60	0	0	0	0	0	15.545455	10.132755	7	30	9.090909	7.462634	0	19	-6.454545	5.183891	-14	-2	12.934473	2.6947	0.005698	60	0	0	60	60	28.380952	125.772603	0.095238	0	0	8.142857	10.441675	0	24	4.380952	6.880961	0	14	-3.761905	4.887788	-10	0
13	1	17245224	17246343	1119	2	yes	15	0	0	52.866667	14.884636	0	22	60	10.4	22.012334	0.2	0	45	2.133333	1.407463	1	4	0.666667	1.046536	0	3	-1.466667	1.597617	-4	0	15.792023	0.570257	0	54.368421	13.462749	0	22	60	8.210526	19.895781	0.157895	0	45	1.947368	1.393385	0	4	0.736842	0.991189	0	3	-1.210526	1.58391	-4	1	15.93488	0.333068	0	54.368421	13.462749	0	22	60	8.210526	19.895781	0.157895	0	45	1.947368	1.393385	0	4	0.736842	0.991189	0	3	-1.210526	1.58391	-4	1	0	0	0	4	0.003571	0.504464	0.602679	0	16	0	0	58.125	7.5	0	60	60	9.75	21.424285	0.1875	0	45	2	1.460593	0	4	0.75	1.064581	0	3	-1.25	1.612452	-4	1	15.615385	0.630367	0	58.235294	7.276069	0	60	60	9.176471	20.878324	0.176471	0	45	2.058824	1.43486	0	4	0.823529	1.074436	0	3	-1.235294	1.562426	-4	1
14	1	21786418	21786690	272	1	asm	32.582857	1.798676	0	60	0	0	60	60	679.578947	1088.672979	0.526316	0	2603	1.175439	0.928186	0	2	5.561404	7.53093	0	20	4.385965	7.113253	-2	18	30	0	0.985348	60	0	0	60	60	759.529412	1124.942085	0.588235	0	2603	1.156863	0.924609	0	2	5.960784	7.799899	0	20	4.803922	7.351244	-2	18	30	0	0.985348	60	0	0	60	60	759.529412	1124.942085	0.588235	0	2603	1.156863	0.924609	0	2	5.960784	7.799899	0	20	4.803922	7.351244	-2	18	0	20	0.07326	21	0.076923	0.67033	0	0	30	0	0.985348	60	0	0	60	60	759.529412	1124.942085	0.588235	0	2603	1.156863	0.924609	0	2	5.960784	7.799899	0	20	4.803922	7.351244	-2	18	21.785714	0.410913	0	59.096154	4.871927	0	60	60	809.903846	1297.160538	0.403846	0	2552	41.615385	33.425453	0	73	0.096154	0.495454	0	0	-41.519231	33.326366	-73	0
15	1	21787730	21787809	79	0	asm	32.665714	2.700891	0	59.471698	2.686174	0	60	60	794.622642	1289.435375	0.396226	0	2552	58.981132	23.64846	0	74	0.245283	0.782148	0	0	-58.735849	23.496441	-73	0	7.555556	14.751271	0.790123	59.391304	2.878875	0	60	60	915.543478	1344.659275	0.456522	0	3310	67.956522	4.770076	64	74	0.282609	0.834347	0	2	-67.673913	4.432478	-74	-64	7.555556	14.751271	0.790123	59.391304	2.878875	0	60	60	915.543478	1344.659275	0.456522	0	3310	67.956522	4.770076	64	74	0.282609	0.834347	0	2	-67.673913	4.432478	-74	-64	0	29	0.3625	21	0.2625	0.3625	1	0	7.555556	14.751271	0.790123	59.391304	2.878875	0	60	60	915.543478	1344.659275	0.456522	0	3310	67.956522	4.770076	64	74	0.282609	0.834347	0	2	-67.673913	4.432478	-74	-64	37.803419	2.404422	0.002849	57.519231	7.384378	0	50	60	809.903846	1297.160538	0.403846	0	2552	60.807692	20.558895	13	74	0.384615	1.012739	0	2	-60.423077	20.740551	-73	-10
16	1	21787745	21787809	64	0	asm	33.051429	2.498753	0	59.44	2.763907	0	60	60	842.3	1312.806112	0.42	0	2552	62.52	19.176133	64	74	0.26	0.803309	0	0	-62.26	19.026094	-74	-64	1.090909	6.218403	0.969697	59.391304	2.878875	0	60	60	915.543478	1344.659275	0.456522	0	3310	67.956522	4.770076	64	74	0.282609	0.834347	0	2	-67.673913	4.432478	-74	-64	1.090909	6.218403	0.969697	59.391304	2.878875	0	60	60	915.543478	1344.659275	0.456522	0	3310	67.956522	4.770076	64	74	0.282609	0.834347	0	2	-67.673913	4.432478	-74	-64	0	28	0.430769	21	0.323077	0.384615	1	0	1.090909	6.218403	0.969697	59.391304	2.878875	0	60	60	915.543478	1344.659275	0.456522	0	3310	67.956522	4.770076	64	74	0.282609	0.834347	0	2	-67.673913	4.432478	-74	-64	37.803419	2.404422	0.002849	57.519231	7.384378	0	50	60	809.903846	1297.160538	0.403846	0	2552	60.807692	20.558895	13	74	0.384615	1.012739	0	2	-60.423077	20.740551	-73	-10
17	1	24335879	24336938	1059	2	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.009434	0	0	0.433019	0.623585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1	25587781	25657872	70091	3	yes	35.034286	0.965877	0	57.432432	9.191	0	58	60	115.216216	695.110508	0.054054	0	0	3.459459	2.977644	0	6	3.324324	4.784547	0	11	-0.135135	4.649744	-5	8	27.991453	3.988188	0	57.285714	9.435762	0	58	60	121.8	714.685525	0.057143	0	0	3.485714	3.061828	0	6	3.2	4.707941	0	10	-0.285714	4.547601	-5	7	18.238925	7.806599	0.071405	37.337912	20.147352	0.03022	11	60	49.68956	397.81573	0.06044	0	0	2.497253	3.547007	0	8	1.846154	4.834274	0	5	-0.651099	5.699231	-6	3	1	31	0.000442	24	0.000342	0.466886	0.561633	0.00642	2	0	1	32	4.242641	0	29	35	0	0	0	0	0	2.5	3.535534	0	5	0	0	0	0	-2.5	3.535534	-5	0	1.461538	0.504921	1	32	4.242641	0	29	35	0	0	0	0	0	2.5	3.535534	0	5	0	0	0	0	-2.5	3.535534	-5	0
19	1	25593115	25657369	64254	3	yes	14.78	1.813717	0	31.294118	22.560377	0	5	60	162.529412	668.067186	0.117647	0	8	1.294118	1.723539	0	5	0.470588	1.374666	0	3	-0.823529	2.242635	-5	0	11.210826	0.947778	0	30.083333	21.163684	0	14	60	230.25	795.093376	0.166667	0	8	0.666667	0.984732	0	2	0.416667	1.443376	0	0	-0.25	1.912875	-2	0	17.51603	7.185837	0.071184	35.571429	19.467456	0.035714	11	60	44.883117	360.239216	0.064935	0	0	2.525974	3.657482	0	8	1.779221	4.976488	0	5	-0.746753	5.995722	-7	1	1	30	0.000467	21	0.000327	0.468539	0.534526	0.007003	15.065527	1.004977	0	46.882353	16.278369	0	26	60	1.647059	4.795065	0.117647	0	7	1.352941	2.177762	0	6	2	5.656854	0	16	0.647059	6.518638	-6	16	3.923077	3.317884	0.792023	44.166667	16.699664	0	26	60	2.333333	5.630006	0.166667	0	7	1.333333	2.103388	0	5	2.833333	6.630965	0	16	1.5	7.525713	-5	16
20	1	25593665	25656570	62905	3	yes	10.065714	0.259427	0	30.083333	21.163684	0	14	60	230.25	795.093376	0.166667	0	8	0.666667	0.984732	0	2	0.416667	1.443376	0	0	-0.25	1.912875	-2	0	8.128205	1.670954	0.074074	33.2	21.968665	0	10	60	276.3	870.930033	0.2	0	8	0.7	1.05935	0	2	0.5	1.581139	0	0	-0.2	2.097618	-3	0	17.585976	7.231239	0.072711	35.70915	19.455971	0.035948	11	60	45.176471	361.400003	0.065359	0	0	2.539216	3.665537	0	8	1.79085	4.990685	0	5	-0.748366	6.015179	-7	1	1	29	0.000461	20	0.000318	0.468731	0.543573	0.007154	19	0	0	44.95	18.579771	0.05	26	60	1.4	4.441432	0.1	0	2	1.25	2.048748	0	5	2.65	6.491087	0	16	1.4	7.021771	-6	16	18.139601	0.347067	0	47.315789	15.691656	0	26	60	1.473684	4.550561	0.105263	0	7	1.315789	2.08307	0	6	2.789474	6.638097	0	18	1.473684	7.206235	-6	17
21	1	25594924	25598043	3119	2	yes	5.985714	0.118836	0.014286	44.285714	17.556711	0	15	60	1.142857	3.023716	0.142857	0	8	0.857143	1.069045	0	3	0	0	0	0	-0.857143	1.069045	-3	0	6.005698	0.075377	0	46.142857	14.334441	0	28	60	1.142857	3.023716	0.142857	0	8	1	1	0	3	0	0	0	0	-1	1	-3	0	7.373278	1.006092	0.034604	37	17.99537	0	19	60	1.846154	4.793158	0.153846	0	8	0.538462	0.877058	0	1	0.153846	0.375534	0	1	-0.384615	1.043908	-1	1	0	2	0.000641	0	0	0.454167	0.520192	0.008013	7	0	0	22.285714	5.05682	0	16	30	2.285714	6.047432	0.142857	0	16	0.142857	0.377964	0	1	0.142857	0.377964	0	1	0	0.57735	-1	1	6.17094	0.376994	0	22.285714	5.05682	0	16	30	2.285714	6.047432	0.142857	0	16	0.142857	0.377964	0	1	0.142857	0.377964	0	1	0	0.57735	-1	1
22	1	25600324	25602543	2219	2	yes	1.914286	0.280342	1	25.5	13.435029	0	16	35	0	0	0	0	0	3.5	4.949747	0	7	0.5	0.707107	0	1	-3	5.656854	-7	1	1.794872	0.404372	1	37	22.068076	0	16	60	0	0	0	0	0	4.333333	3.785939	0	7	0.333333	0.57735	0	1	-4	4.358899	-7	1	4.650608	2.822279	0.579018	30.076923	15.986773	0.076923	16	60	0	0	0	0	0	5.461538	2.8465	0	8	0.153846	0.375534	0	1	-5.307692	3.038218	-8	0	0	0	0	0	0	0.446396	0.471171	0.030631	9.25641	1.435193	0	34.090909	13.367532	0	25	60	0	0	0	0	0	6.454545	1.634848	5	8	0.090909	0.301511	0	0	-6.363636	1.747726	-8	-5	11	0	0	34.090909	13.367532	0	25	60	0	0	0	0	0	6.454545	1.634848	5	8	0.090909	0.301511	0	0	-6.363636	1.747726	-8	-5
23	1	25604624	25606343	1719	2	yes	15.831429	2.295538	0	33.227273	17.912304	0	15	60	0	0	0	0	0	3.181818	3.126482	0	7	0.045455	0.213201	0	0	-3.136364	3.105992	-7	0	20.222222	0.416333	0	35.285714	19.013529	0	15	60	0	0	0	0	0	2.857143	3.135055	0	7	0	0	0	0	-2.857143	3.135055	-7	0	20.277745	0.448017	0	36.73913	18.911799	0	15	60	0	0	0	0	0	3.217391	3.274648	0	8	0.086957	0.417029	0	0	-3.130435	3.13781	-7	0	1	0	0	0	0	0.512209	0.481977	0	20.304843	0.460998	0	37.681818	18.795608	0	15	60	0	0	0	0	0	3.363636	3.27393	0	8	0.090909	0.426401	0	0	-3.272727	3.134779	-7	0	19.188034	0.806385	0	37.25	18.820132	0	14	60	0	0	0	0	0	3.45	3.332061	0	8	0.1	0.447214	0	0	-3.35	3.183427	-8	0
24	1	25605914	25611743	5829	2	yes	20	0	0	36.25	18.973319	0	14	60	0	0	0	0	0	3	3.14559	0	7	0	0	0	0	-3	3.14559	-8	0	20.378917	0.48581	0	37.681818	18.795608	0	15	60	0	0	0	0	0	3.363636	3.27393	0	8	0.090909	0.426401	0	0	-3.272727	3.134779	-7	0	20.502487	3.780552	0.000514	41.686275	17.86	0	15	60	2.392157	10.006155	0.058824	0	0	1.941176	2.618486	0	5	0.27451	0.801958	0	1	-1.666667	2.703085	-5	0	1	1	0.000172	2	0.000343	0.479074	0.486621	0	23.31339	3.237957	0	44.740741	16.985497	0	14	60	2.555556	9.838438	0.074074	0	0	1.333333	2.112235	0	4	0.518519	1.051386	0	3	-0.814815	2.131035	-4	1	18.581197	0.494067	0	48.318182	14.187138	0	31	60	27.545455	119.123276	0.090909	0	0	1.772727	2.223935	0	4	0.454545	1.010765	0	2	-1.318182	2.146678	-4	0
25	1	25610024	25613943	3919	2	yes	20.034286	0.6503	0	48.25	16.197826	0	19	60	0.916667	4.490731	0.041667	0	0	1.375	2.183187	0	4	0.5	1.063219	0	3	-0.875	2.290102	-4	1	23.478632	0.830817	0	46.208333	17.472909	0	14	60	0.916667	4.490731	0.041667	0	0	1.375	2.183187	0	4	0.5	1.063219	0	3	-0.875	2.290102	-4	1	17.589135	8.265818	0.201989	43.311111	16.800734	0	20	60	35.355556	164.198626	0.088889	0	0	1.133333	1.902152	0	4	0.311111	0.848052	0	2	-0.822222	1.898431	-3	0	1	1	0.000255	3	0.000765	0.489286	0.5375	0.008163	4.267806	0.443448	1	37.4	15.819518	0	20	60	64.2	248.645531	0.066667	0	0	0.6	1.454058	0	3	0	0	0	0	-0.6	1.454058	-3	0	4.7151	0.452011	1	40.5	16.093477	0	23	60	80.25	277.994155	0.083333	0	0	0.75	1.602555	0	3	0	0	0	0	-0.75	1.602555	-3	0
26	1	25616824	25619343	2519	2	yes	16.785714	0.410913	0	43.941176	15.939223	0	26	60	158.235294	441.976601	0.176471	0	963	1.294118	1.829095	0	5	0.352941	0.996317	0	3	-0.941176	2.304088	-5	3	15.441595	0.51976	0	43.941176	15.939223	0	26	60	63.176471	233.430727	0.117647	0	111	1.294118	1.829095	0	5	0.176471	0.727607	0	0	-1.117647	2.088132	-5	0	16.119794	1.424812	0	39.851852	17.544896	0	20	60	39.777778	185.738512	0.074074	0	0	0.962963	1.556166	0	3	0.111111	0.57735	0	0	-0.851852	1.725459	-3	0	1	0	0	2	0.000794	0.474206	0.631746	0.034921	17.470085	0.499817	0	38.222222	18.264577	0	20	60	0	0	0	0	0	0.777778	1.4775	0	2	0	0	0	0	-0.777778	1.4775	-2	0	17.333333	0.472077	0	35.777778	18.122315	0	19	60	0	0	0	0	0	0.722222	1.48742	0	2	0	0	0	0	-0.722222	1.48742	-2	0
